Titel;URL
Linear Functions - Is there an intersection point? Solving graphically | Lehrerschmidt;https://www.youtube.com/watch?v=HFMpd5EjahE
Update: Workbooks 5 & 6 almost sold out! Grades 7 & 8 available starting Friday!;https://www.youtube.com/watch?v=z87GZKR3cDg
Constructing a square with a compass - here's how! |  Lehrerschmidt;https://www.youtube.com/watch?v=fBs_xW8nsdE
Circle - Calculate area (both formulas) - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=2WrXKwlg2D4
Here we go - the workbooks for grades 5 and 6 are ready!;https://www.youtube.com/watch?v=5akeDdFJx00
Circle - Calculate circumference - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=mjLRBsUa0mI
Counting to 10 with your fingers... in Chinese!;https://www.youtube.com/watch?v=7zK5JRh897k
Homeschooling - we need to involve everyone! Problems, ideas, and solutions!;https://www.youtube.com/watch?v=LDHJVpVH5g0
Circle - Drawing a circle with a compass |  Lehrerschmidt;https://www.youtube.com/watch?v=qcaj6sxGD78
Circle - Basics & Terms - Radius, Diameter, Circular Area, Circular Line | Lehrerschmidt;https://www.youtube.com/watch?v=9m4k4O2Vi2Y
Homeschooling... here we go again! We can do this together!;https://www.youtube.com/watch?v=Z8Ps7eU3HaM
Calculating the diagonal of a cuboid - Pythagoras' theorem |  Lehrerschmidt;https://www.youtube.com/watch?v=JMIXADRfLEE
Calculating the space diagonal in a cube - Pythagoras' theorem |  Lehrerschmidt;https://www.youtube.com/watch?v=nZJN1o6ORHU
TOP 10: These were the best videos of 2020! *Year in Review*;https://www.youtube.com/watch?v=na6O2XXoaao
The hair growth product thing... behind the scenes!;https://www.youtube.com/watch?v=cwKvyKFMicc
Announcement & Unboxing: It's starting soon!;https://www.youtube.com/watch?v=Y-z_2W_DuKM
10 gute Vorsätze und 10 bessere Vorsätze für das neue Jahr!;https://www.youtube.com/watch?v=XPmWXDt8BL4
Special: Christmas with food, action, nerd knowledge and a secret!;https://www.youtube.com/watch?v=p4uxKnR4JcU
Ich wünsche Euch schöne Ferien!;https://www.youtube.com/watch?v=a-UL0BSPAhI
Diagonale im Rechteck berechnen - Satz des Pythagoras | Lehrerschmidt;https://www.youtube.com/watch?v=PY1MsZGxzNA
Calculating the diagonal squared - Pythagoras' theorem | Lehrerschmidt;https://www.youtube.com/watch?v=0-v0UcnA29o
Pythagorean Theorem - Is the triangle right-angled? | Lehrerschmidt;https://www.youtube.com/watch?v=ThlIIimCuPQ
Pythagorean theorem - calculating the cathetus - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=66LCWQlzM_g
Pythagorean theorem - input into the calculator - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=K82U-xVxGQU
#Lockdown 2: Now we will see if the schools are better prepared!;https://www.youtube.com/watch?v=_nGGw9E5cTg
Are we better prepared this time? Is voluntary homeschooling an option?;https://www.youtube.com/watch?v=32TyaC_zI70
Extracting roots by factorization | simply explained - Lehrerschmidt;https://www.youtube.com/watch?v=D8frFuEZTfI
Pythagorean theorem - triangle within a triangle - a typical application |  Lehrerschmidt;https://www.youtube.com/watch?v=FaQdxX2Z82A
Pythagorean theorem - calculating the hypotenuse - simply explained |  Lehrerschmidt;https://www.youtube.com/watch?v=2SmXe2BkCgU
Pythagorean theorem - a simple introduction |  Lehrerschmidt;https://www.youtube.com/watch?v=akgYT4Ol3CE
Pythagorean Theorem - Labeling the Triangle Correctly |  Lehrerschmidt;https://www.youtube.com/watch?v=KKRIIWx6vFg
700K Special - A look back and a look into the future!;https://www.youtube.com/watch?v=14w5_sUhgxE
10 reasons why I do NOT explain better than your teacher;https://www.youtube.com/watch?v=FSu1WBvUdcE
The three arithmetic laws: commutative law, associative law, distributive law - simply explained;https://www.youtube.com/watch?v=vw2sPQEP0K8
Calculating with parentheses and signs – Basics of mathematics – simply explained |  Lehrerschmidt;https://www.youtube.com/watch?v=yZGfccNtwbI
Powers and roots: special exponents – simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=ABifww27SHk
Interval nesting - Extracting roots - Calculating roots |  Lehrerschmidt;https://www.youtube.com/watch?v=a8u91UQlPhQ
Roots with Decimals - Root Calculus - Simply Explained |  Lehrerschmidt;https://www.youtube.com/watch?v=3Z12zBFJnek
Factoring roots - Root calculation |  Lehrerschmidt;https://www.youtube.com/watch?v=JcqhQqejn5Y
Roots with fractions - Root calculations - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=UCopFWRjrbE
One day of home office per week starting in grades 8 or 9...? #Discussion;https://www.youtube.com/watch?v=kvrl1RfYlCo
Subtracting roots - Root calculation | Lehrerschmidt;https://www.youtube.com/watch?v=cOu6hIZ1tPw
Adding roots - Root calculation |  Lehrerschmidt;https://www.youtube.com/watch?v=xa5vrWBjafg
Wurzeln dividieren - Wurzelrechnung | Lehrerschmidt;https://www.youtube.com/watch?v=eHKDDxCcf_E
Multiplying roots - Root calculation |  Lehrerschmidt;https://www.youtube.com/watch?v=dNp3ls4cETM
Proportionality factor - assignments explained simply |  Lehrerschmidt;https://www.youtube.com/watch?v=oMHVOFdTFbA
A little riddle - test yourself!;https://www.youtube.com/watch?v=z6oa-RTyVJ4
Taking square roots | Taking square roots - explained very simply |  Lehrerschmidt;https://www.youtube.com/watch?v=MkcArrEhUQI
Dividing powers – explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=Mo1EDJ3oAX4
Teaching in subgroups: Scenario B+ | A proposal for an update #Gassitogo;https://www.youtube.com/watch?v=RyBW_vn9GIU
Going on vacation two days early? Does that make sense? #Gassitogo in the rain |  Lehrerschmidt;https://www.youtube.com/watch?v=bYQtIxHWrgI
Multiplying powers – explained simply |  Lehrerschmidt;https://www.youtube.com/watch?v=K9GV9OLIaX0
Subtracting powers - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=i7jg08lQ-RA
Adding powers - explained simply |  Lehrerschmidt;https://www.youtube.com/watch?v=5WQ3kTM8uLE
I am looking for a publisher: Workbooks with QR codes from Lehrerschmidt;https://www.youtube.com/watch?v=Hk8-8YjeUxc
Make a decision... in four steps!;https://www.youtube.com/watch?v=5a8kaynpw-4
Decimal notation vs. exponential notation (exponential notation) |  Lehrerschmidt;https://www.youtube.com/watch?v=I-Lepkr7BzQ
Powers of ten – very large and very small numbers – simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=Dl69L3nDjyg
Thank you for your support at the 2020 Golden Hen! Congratulations to @Varion!;https://www.youtube.com/watch?v=JJMxRRWmERk
Square numbers - Exercise for speaking and memorizing |  Lehrerschmidt;https://www.youtube.com/watch?v=R3lzQGRx8xE
Square numbers up to 20 must be memorized! (with learning aid) |  Lehrerschmidt;https://www.youtube.com/watch?v=Y_4w5HzU_ss
Written root extraction without a calculator | Lehrerschmidt;https://www.youtube.com/watch?v=Y0PftZA8j6g
Exponentiation and Root Extraction - Basics - Simply Explained | Lehrerschmidt;https://www.youtube.com/watch?v=nHZx_9SgLEY
Daylight Saving Time: Forward or Backward? Here's how to remember!;https://www.youtube.com/watch?v=g_8U21k0zVk
Lehrerschmidt - nominated for the Goldene Henne 2020 - Category #onlinestars;https://www.youtube.com/watch?v=qUkp6VPqNrI
Installment savings - a special case of interest calculation | Lehrerschmidt;https://www.youtube.com/watch?v=h8JUVJGpd3Y
LED - Basics - Calculating circuits and resistors | Lehrerschmidt;https://www.youtube.com/watch?v=BsmUaV7Sjto
Dreieck - Flächeninhalt berechnen - einfach und langsam erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=KkAS3yWQAGk
"""Lost"" is too ""wyld"" and ""cringe"" anyway! Youth Word of the Year 2020 | Lehrerschmidt";https://www.youtube.com/watch?v=R79_f7Ck6vg
Hat, jacket, scarf in class and long winter holidays....;https://www.youtube.com/watch?v=7Zw8ueyv1mc
Schools operating in shifts? Is that a good idea?;https://www.youtube.com/watch?v=Vjb2uxa6vNY
The thing about the Nobel Prize... you didn't know that! | NERD KNOWLEDGE;https://www.youtube.com/watch?v=Mf4Mvb6FsT0
Linear function - gradient - simply explained |  Lehrerschmidt;https://www.youtube.com/watch?v=fGi3XPMnSVA
Plotting a linear function - How it works with the slope triangle | Lehrerschmidt;https://www.youtube.com/watch?v=tBhQwSmrAZc
Reading a linear function - lots of examples | Lehrerschmidt;https://www.youtube.com/watch?v=GhhSqXn3cqw
lineare Funktion - aus zwei Punkten berechnen (und zeichnen) | Lehrerschmidt;https://www.youtube.com/watch?v=w4l1uk5qVGE
Linear function - determining and calculating zeros | Lehrerschmidt;https://www.youtube.com/watch?v=DAJ1i9oD1VE
Linear function - Does the point lie on the line? | Lehrerschmidt;https://www.youtube.com/watch?v=aadTRN1b0KE
Final storage for nuclear waste - Is it a question of money? #Discussion;https://www.youtube.com/watch?v=ghHCdV6sULw
600,000 Special .... The incredible journey with numbers... Thanks for that! | Lehrerschmidt;https://www.youtube.com/watch?v=2f0lsB4S4I0
Linear function - create a table of values ​​- read and calculate | Lehrerschmidt;https://www.youtube.com/watch?v=RVtFLnFuXI8
Slope triangle for a linear function |  Lehrerschmidt;https://www.youtube.com/watch?v=fN52WXY_72g
Multiplying multiple fractions - explained very simply |  Lehrerschmidt;https://www.youtube.com/watch?v=jWarepOivmo
Social networks: the deal and the problem...;https://www.youtube.com/watch?v=lf0hbExYcIk
Zufall oder Schicksal? Das ist hier die Frage....;https://www.youtube.com/watch?v=f3EReWYGEtk
Coordinate system - drawing a point - explained very simply | Lehrerschmidt;https://www.youtube.com/watch?v=or1XaVqYL_4
Making the world a little bit better...;https://www.youtube.com/watch?v=mtPvfDtWucE
Terms - What are they? The basics! | Lehrerschmidt;https://www.youtube.com/watch?v=HIfIpLay8BM
10 Tips - How to Study for Your Next Test! | Lehrerschmidt;https://www.youtube.com/watch?v=B2l_ovIqn1s
Non-decimal mass units - ounce, pound ... | Lehrerschmidt;https://www.youtube.com/watch?v=eS_wf-CXThs
Dividing numbers less than one 0.025:5= |  Lehrerschmidt;https://www.youtube.com/watch?v=XL1yEVPcRXE
3 tips for less worry at school! | Lehrerschmidt;https://www.youtube.com/watch?v=Tu19vcs1OE0
"Nominated for the ""GOLDEN CAMERA"" 2020 - Best of Education & Coaching";https://www.youtube.com/watch?v=dTzRidJGIho
Non-decimal volume measurements | Register ton, barrel, gallon | Lehrerschmidt;https://www.youtube.com/watch?v=Tooygl8Lzhk
A tunnel through the Earth's core... I have two questions... | Lehrerschmidt;https://www.youtube.com/watch?v=LRhXc97Rhzo
Non-decimal units of length – inch, foot, yard, nautical mile, and mile |  Lehrerschmidt;https://www.youtube.com/watch?v=yzRAdg7hxV0
10 tips for good grades in school | Lehrerschmidt;https://www.youtube.com/watch?v=6U8sH8OXB1o
6 things that will help you advance in life and school!;https://www.youtube.com/watch?v=5gw6ya4-YNw
Digital Pact for Schools: Minimum standards, hardware, software, maintenance, training, and motiv...;https://www.youtube.com/watch?v=Fo0CvGjNFSI
Free data contracts for students - great approach!;https://www.youtube.com/watch?v=DidTv8zvOD8
It’s starting again....(finally!!) | Lehrerschmidt;https://www.youtube.com/watch?v=uZ4DVRyCfPU
Roman numerals – simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=4Yoku3fJT2k
10€-Datenvertrag für Schüler*innen mit Einschränkungen... das funktioniert nicht!;https://www.youtube.com/watch?v=KtS03n3i4ok
Internet for students & digital devices and software for teachers;https://www.youtube.com/watch?v=IuMmPgTLkDA
km, m, dm, cm, mm - Convert units of measurement - Length measurements | Lehrerschmidt;https://www.youtube.com/watch?v=ootsptIrfSo
Something to think about...;https://www.youtube.com/watch?v=Rl82C95ULL8
Creating work materials with QR codes – a good idea!;https://www.youtube.com/watch?v=43gP-AO-UzY
Laws of arithmetic: commutative law, associative law, distributive law | Lehrerschmidt;https://www.youtube.com/watch?v=di-m5cK5WQ4
Adding multiple fractions - explained very simply |  Lehrerschmidt;https://www.youtube.com/watch?v=xLYnWaNNHOc
Distributive law - arithmetic law | Lehrerschmidt;https://www.youtube.com/watch?v=_6A1NroeIM0
School in shifts - alternating mornings and afternoons?;https://www.youtube.com/watch?v=uMoVKGttlI4
3D printing as a new topic on the channel?;https://www.youtube.com/watch?v=dBE8cUMATL8
Associative law - arithmetic laws | Lehrerschmidt;https://www.youtube.com/watch?v=rP8MAN2IlBM
Commutative law - Arithmetic laws | Lehrerschmidt;https://www.youtube.com/watch?v=xbZ7ZiFhMNw
Compulsory military service for all! One year for our society... #Gassitogo;https://www.youtube.com/watch?v=uFlqa81Vet4
4-day workweek: Is it a good idea? #Gassitogo;https://www.youtube.com/watch?v=hvy0iyREJD4
Digital Detox  - Ich bin dann mal offline! (mit Challenge!);https://www.youtube.com/watch?v=VfDU6rF0bYA
My preparations for the new school year 2020/2021;https://www.youtube.com/watch?v=UgjSqIVxVOE
Dividing rational numbers - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=9t6niouU4BQ
Happy holidays! Take a break! And remember your lunchbox :-);https://www.youtube.com/watch?v=tGicr45umZ8
Multiplying rational numbers - explained very simply | Lehrerschmidt;https://www.youtube.com/watch?v=bCffZc1w8kM
Rationale Zahlen subtrahieren - ganz einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=6OAbTKruL84
Turn off the internet two days a week...?;https://www.youtube.com/watch?v=Lwmd8mbWwWs
Rationale Zahlen addieren - ganz einfach erklärt | Lehrerschmidt;https://www.youtube.com/watch?v=8e4tovD_Hb0
Rational Number - What is it? | Lehrerschmidt;https://www.youtube.com/watch?v=Jpm5cNIIZLA
#SummerSchool - now it's getting concrete! Are you in?;https://www.youtube.com/watch?v=0t1T-LX24Uo
Adding rational numbers - a very simple introduction | Lehrerschmidt;https://www.youtube.com/watch?v=1TUvO_RNDWY
Easily calculate the VAT reduction from 19% to 16% | Lehrerschmidt;https://www.youtube.com/watch?v=7JoXxZ_WTPs
We need to talk! ... the thing with the *;https://www.youtube.com/watch?v=nwJBSMWCulM
Digitale Endgeräte für Lehrer*innen - super Idee aus NRW, aber...;https://www.youtube.com/watch?v=x-MFygd0poY
über Gerechtigkeit, Schule, digitale Bildung und echte Probleme....;https://www.youtube.com/watch?v=eV9SOAbcMbc
2. Theorem of Radiation - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=0iK5c0PW3zQ
1. Crossed Ray Theorem |  Lehrerschmidt;https://www.youtube.com/watch?v=o5t6mkQt_vI
Natural and negative numbers - simply explained |  Lehrerschmidt;https://www.youtube.com/watch?v=44ANi3KvL7I
#LearningSummer - an idea from the North!;https://www.youtube.com/watch?v=Ve-3Qh4KXYo
1. Theorem of Radiation - that's how it works! | Lehrerschmidt;https://www.youtube.com/watch?v=gV5XKvCoo1U
Is it true? Is it important? Is it good for me? #Socrates;https://www.youtube.com/watch?v=yOC9_r1XAyY
1. Theorem of Radiation - detailed explanation | Lehrerschmidt;https://www.youtube.com/watch?v=eM_18AahHpo
What do we take with us? What remains? What changes? #School;https://www.youtube.com/watch?v=Jo4hJ0TdY8E
Vierecke - eine Übersicht mit kurzer Erklärung | Lehrerschmidt;https://www.youtube.com/watch?v=qpHap8ZJSK0
Drawing an oblique image - Example: Cube | Lehrerschmidt;https://www.youtube.com/watch?v=DzjajAAab9Y
Truncated pyramid - calculate volume with formula | Lehrerschmidt;https://www.youtube.com/watch?v=kFj-9bDmqrE
Pyramidenstumpf - Volumen berechnen (ohne Formel);https://www.youtube.com/watch?v=U79x42snt74
Kite (Deltoid) - Calculate circumference | Lehrerschmidt;https://www.youtube.com/watch?v=sM_4m_SqRxk
Kite - Calculate area | Lehrerschmidt;https://www.youtube.com/watch?v=sew8CexD7ic
Oral exam - a little tip from me! | Lehrerschmidt;https://www.youtube.com/watch?v=9xPYxYfnyaA
Drachen (Deltoid) Beschriftung, Eigenschaften und Formeln | Lehrerschmidt;https://www.youtube.com/watch?v=8Nl30TiKPlU
Rectangle - Calculate area | Lehrerschmidt;https://www.youtube.com/watch?v=F9OEh_AGzN8
500K SPECIAL - the whole truth... | Lehrerschmidt;https://www.youtube.com/watch?v=AYUVz5V3bA0
Parallelogram - Calculate perimeter | Lehrerschmidt;https://www.youtube.com/watch?v=SgJE3N45MRs
Trapezoid - Calculate perimeter | Lehrerschmidt;https://www.youtube.com/watch?v=dv9dtx4T5Zg
There is one thing you can't buy...;https://www.youtube.com/watch?v=SolKg455mkY
Trapezoid - Labeling & Properties and Formulas | Lehrerschmidt;https://www.youtube.com/watch?v=H4fcjK3sGqA
The binomial formulas - a brief explanation | Lehrerschmidt;https://www.youtube.com/watch?v=HbfGc8Y_VFM
Square - Calculate side length from diagonal | Lehrerschmidt;https://www.youtube.com/watch?v=Ch7G6HnjD_0
Homeschooling - A video for parents!;https://www.youtube.com/watch?v=G1gk9xtF9iU
Trapezoid - Calculate area (both formulas) |  Lehrerschmidt;https://www.youtube.com/watch?v=-Jfh21PlKug
Homeschooling - and how are you doing? #Gassitogo;https://www.youtube.com/watch?v=OJCs4iKaxFw
Parallelogram - Labeling and Properties | Lehrerschmidt;https://www.youtube.com/watch?v=j3BvWwYW5kA
Parallelogram - Calculate Area | Lehrerschmidt;https://www.youtube.com/watch?v=gIiY0eQ6Kzo
Rectangle - Calculate diagonal | Lehrerschmidt;https://www.youtube.com/watch?v=ySKSRVPFMeM
Final Examination Mathematics 2020 - Secondary School;https://www.youtube.com/watch?v=1IurjIKCiz0
Final Examination Mathematics 2020 - Secondary School Grade 10;https://www.youtube.com/watch?v=eKoQTqpX77k
Final Examination Mathematics 2020 - Secondary School Grade 9;https://www.youtube.com/watch?v=dC0MfeJSU5w
How will classes work starting Monday? Saturday classes? Masks?;https://www.youtube.com/watch?v=CNN4DtklYyM
Rectangle - Labeling, Area & Perimeter | Lehrerschmidt;https://www.youtube.com/watch?v=nFPjJ58MGc0
Rectangle - Calculate side from area |  Lehrerschmidt;https://www.youtube.com/watch?v=-lwNf1BUstI
Homeschooling begins... mandatory! #Gassitogo;https://www.youtube.com/watch?v=XA7e84OrvDA
Rhombus - Calculate area and perimeter | Lehrerschmidt;https://www.youtube.com/watch?v=1dDSHMF0Fng
Square - labeling, area, and perimeter |  Lehrerschmidt;https://www.youtube.com/watch?v=FEqeQ5KZtIw
Rhombus - Labeling and Properties | Lehrerschmidt;https://www.youtube.com/watch?v=p3Biq449crc
Rechteck - Umfang berechnen | Lehrerschmidt;https://www.youtube.com/watch?v=PyvIJn7575w
Rectangle - label correctly |  Lehrerschmidt;https://www.youtube.com/watch?v=VwbN2ByhdOo
Calculate the area of ​​a square from the diagonal | Lehrerschmidt;https://www.youtube.com/watch?v=9cfXWC6ic6g
Square - Calculate side length from area | Lehrerschmidt;https://www.youtube.com/watch?v=U2eF-dCtAtI
Square - Calculate diagonal | Lehrerschmidt;https://www.youtube.com/watch?v=8_EjYnVFFw8
And some things will change forever! THAT'S GOOD! #Gassitogo;https://www.youtube.com/watch?v=IRd7UWz4iUg
Quadrat - Umfang berechnen | Lehrerschmidt;https://www.youtube.com/watch?v=RmSbeYrOfCM
Square - Calculate Area |  Lehrerschmidt;https://www.youtube.com/watch?v=sVsdo48vMqc
Square - label correctly |  Lehrerschmidt;https://www.youtube.com/watch?v=wdjd2NWU3SY
Triangle - Calculate perimeter | Lehrerschmidt;https://www.youtube.com/watch?v=qOdjaSx_nN4
Triangle - Calculate Area | Lehrerschmidt;https://www.youtube.com/watch?v=UZSU-leMOKc
Constructing a circumcircle (perpendicular bisector) | Lehrerschmidt;https://www.youtube.com/watch?v=q51eZtt4QQM
Triangle - label correctly | Mathematics - Basics | Lehrerschmidt;https://www.youtube.com/watch?v=8ebU6PdMUnY
Written division - divisor greater than dividend | Lehrerschmidt;https://www.youtube.com/watch?v=DLzdKXXOVRo
And suddenly you have time! #Gassitogo;https://www.youtube.com/watch?v=UlMN5ZEwvOc
Constructing an incircle - (angle bisector) | Lehrerschmidt;https://www.youtube.com/watch?v=efc_pgIi4Rs
Constructing the center of gravity - (side bisector) | Lehrerschmidt;https://www.youtube.com/watch?v=hOAgknvO5dI
Constructing perpendicular bisectors - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=uyjVVRK588I
Constructing angle bisectors - simply explained |  Lehrerschmidt;https://www.youtube.com/watch?v=ujLNz8ql7Us
Constructing a circle from three points - Geometry | Lehrerschmidt;https://www.youtube.com/watch?v=RTF8Iai37YI
Constructing medians - (Focus) | Lehrerschmidt;https://www.youtube.com/watch?v=dU9Lb7DPgcg
Written division - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=KMoA3fIHLhY
Sphere - Calculate radius from volume | Lehrerschmidt;https://www.youtube.com/watch?v=BBiCCVEJrYA
Cosine theorem - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=5LcCfPSLbpE
Triangle - right-angled - equilateral - isosceles | Lehrerschmidt;https://www.youtube.com/watch?v=TaOvMNWvZbA
Circle - Calculate radius from circumference |  Lehrerschmidt;https://www.youtube.com/watch?v=AP4md4rF_fc
Circle - Constructing a Tangent | Lehrerschmidt;https://www.youtube.com/watch?v=HNxRJ28__gY
7 tips for parents with school-age children at home | Lehrerschmidt;https://www.youtube.com/watch?v=t6QLXFWpARU
Circle - Calculate radius from area | Lehrerschmidt;https://www.youtube.com/watch?v=suzwj9mYEJg
Sphere - Calculate radius from surface area (rearrange formula) | Lehrerschmidt;https://www.youtube.com/watch?v=UPxlwKah-yk
Sphere - Calculate surface area | Lehrerschmidt;https://www.youtube.com/watch?v=4AeyoWynSEg
Circle - Calculate area and perimeter | Lehrerschmidt;https://www.youtube.com/watch?v=CAjWHNvYCU0
You didn't learn that in school!;https://www.youtube.com/watch?v=_qbVBPj_xSk
Please just stay at home! #stayathome;https://www.youtube.com/watch?v=uWHQqr_RLsI
Rule of three - calculating the base value | Lehrerschmidt;https://www.youtube.com/watch?v=-I-h_ewk7G8
Sphere - Calculate volume | Lehrerschmidt;https://www.youtube.com/watch?v=3VET9xmk_HY
Training: Creating a learning video – explained very simply!;https://www.youtube.com/watch?v=kJLN4u2vrFw
Rule of three - calculating percentages | Lehrerschmidt;https://www.youtube.com/watch?v=KfdU0G9sxDQ
Rule of three - calculating percentages | Lehrerschmidt;https://www.youtube.com/watch?v=w4c6fNktgx0
Rule of three - simply explained (calculating percentages) | Lehrerschmidt;https://www.youtube.com/watch?v=ELKsWSoQUjo
#Lernfie - The best challenge in the world and you are nominated!;https://www.youtube.com/watch?v=bj5_5iqKDtg
Rhombus - Calculate area and perimeter | Lehrerschmidt;https://www.youtube.com/watch?v=tjHQatrUbhY
linear function - determine the intersection point on the y-axis | Lehrerschmidt;https://www.youtube.com/watch?v=WDgH4CN-enA
Parabola - reading the vertex - quadratic function | Lehrerschmidt;https://www.youtube.com/watch?v=J6pEEA7B9-g
And then the schools are closed... Let's make the best of it!;https://www.youtube.com/watch?v=eN13UTlYt84
Normal parabola y = x^2 - quadratic functions - basics | Lehrerschmidt;https://www.youtube.com/watch?v=B4FaFq65l30
Alles in Butter....;https://www.youtube.com/watch?v=xjwRShO3I8o
Completing the square - explained simply | Lehrerschmidt;https://www.youtube.com/watch?v=-yt-Cdr6kto
Come on! Let's make the world a little bit better! #Gassitogo;https://www.youtube.com/watch?v=dNfhzR7rq2g
Linear functions: Is there an intersection point? | Lehrerschmidt;https://www.youtube.com/watch?v=DuY8Jzilc10
Laws of arithmetic: commutative law - associative law - distributive law | Lehrerschmidt;https://www.youtube.com/watch?v=CjXVp1IOXrI
Linear function - Does the point lie on a straight line? | Lehrerschmidt;https://www.youtube.com/watch?v=PRJN-eC766o
Washing your hands in 5 steps! Here's how! | Teacher Schmidt;https://www.youtube.com/watch?v=o7yxBdTRzj0
Linear function - create a table of values ​​(graphically & mathematically) | Lehrerschmidt;https://www.youtube.com/watch?v=E-PW7MwzyEY
Substitution method with trial | linear systems of equations | Lehrerschmidt;https://www.youtube.com/watch?v=ozmUD7o_yu8
Equating methods with a sample - linear systems of equations | Lehrerschmidt;https://www.youtube.com/watch?v=m--VyxIK-cE
linear function - calculate zero | Lehrerschmidt;https://www.youtube.com/watch?v=gbAx4WzT0pI
Not the brightest candle on the cake... #Gassitogo;https://www.youtube.com/watch?v=K0MvSCpsuMQ
Shifting a linear function | Mathematics - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=TBDBuLdQOcM
Addition methods - linear systems of equations (easy & difficult) Lehrerschmidt;https://www.youtube.com/watch?v=ZKeWfvV3CRk
400K Special - The final secret!;https://www.youtube.com/watch?v=iX1k49IlbWk
Reading a linear function & determining a linear function | Lehrerschmidt;https://www.youtube.com/watch?v=4aUyOgoYJpc
Gassitogo: Learning with the LernBOT & receipt APP;https://www.youtube.com/watch?v=_6EfXHGIBg8
Coordinate system - Draw a point & read a point | Lehrerschmidt;https://www.youtube.com/watch?v=afyfov1eQgs
Basic concepts of mathematics: sum, difference, product, quotient | Lehrerschmidt;https://www.youtube.com/watch?v=GcJzHlq2cb8
How do you write numbers? 12 or twelve? | Spelling | Lehrerschmidt;https://www.youtube.com/watch?v=65Xpg0UWj8o
Logarithm - simply explained 10^x = 1000 | Lehrerschmidt;https://www.youtube.com/watch?v=f1tFVT0_Iz8
sturmmüde...;https://www.youtube.com/watch?v=PaE4b05K_Jc
10 common spelling mistakes from school #5 | Lehrerschmidt;https://www.youtube.com/watch?v=GOZEMRDEw-Q
Times of day & days of the week | Spelling - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=vxY9kRYAUss
Constructing the center of a circle - Constructing the center of a circle | Lehrerschmidt;https://www.youtube.com/watch?v=-_tbZdLYF30
A very difficult decision... or perhaps quite easy! | Lehrerschmidt;https://www.youtube.com/watch?v=rkDHEZysYGk
Certificates - The number that really matters!;https://www.youtube.com/watch?v=r2Z59_6GWEU
Beziehungen zwischen Zahlen | Grundlagen | Lehrerschmidt;https://www.youtube.com/watch?v=kroXCcvFXJ4
Plotting a linear function (y=mx+b) |  Lehrerschmidt;https://www.youtube.com/watch?v=TKK-25nz-cE
Kla-Po-Pu-Stri - Sounds weird, but it's important! | Lehrerschmidt;https://www.youtube.com/watch?v=r_WAB2vKL1E
10 common spelling mistakes from school #4 | Lehrerschmidt;https://www.youtube.com/watch?v=nwdZxHruYtA
School 2040 - What should schools look like in 20 years? | Lehrerschmidt;https://www.youtube.com/watch?v=1Dy9VzOVXzA
Quadratic formula (ABC formula) - solving quadratic equations;https://www.youtube.com/watch?v=ldoXVAEAyLQ
P-Q formula - solving quadratic equations | Lehrerschmidt;https://www.youtube.com/watch?v=GqOmSgaiJBs
10 common spelling mistakes from school #3;https://www.youtube.com/watch?v=2VZS7n5_CNU
Only bad grades... What can I do? | Lehrerschmidt;https://www.youtube.com/watch?v=JD_uXW5bzAg
On my own behalf & social media: Instagram, Tiktok, Twitch ??;https://www.youtube.com/watch?v=IbG4_WalWiE
Creating a strip chart - simply explained | Lehrerschmidt;https://www.youtube.com/watch?v=Dj3XJ1MRqQA
Powers - Basics, Base, Exponent, Laws of Exponents - Simply Explained | Teacher Schmidt;https://www.youtube.com/watch?v=Oo7gFQoG16c
Four-day week: sensible or nonsensical? #Gassitogo;https://www.youtube.com/watch?v=VUk3NpsYzYo
10 common spelling mistakes from school #2 | Lehrerschmidt;https://www.youtube.com/watch?v=tP4Pi5SprK4
Boxplot - simple and difficult example | Lehrerschmidt;https://www.youtube.com/watch?v=7Jyv36lTbE4
Calculating value-added tax (VAT) - example with receipt | Lehrerschmidt - simply explained!;https://www.youtube.com/watch?v=z0HKALa36b4
10 gute Vorsätze für die Schule! | Lehrerschmidt - #Gassitogo;https://www.youtube.com/watch?v=FEFWFXgmvn8
10 common mistakes in plural formation from school | Lehrerschmidt;https://www.youtube.com/watch?v=dvredbE8YUc
The thing with the firecrackers! #Gassitogo | Lehrerschmidt;https://www.youtube.com/watch?v=_Ju-7MOjATw
